ID_order,Company_Brand,Income,Time_start,Time_finish,Priority,Perishable,Fragile,Weight,Time_spent,Time_priority,Count,Shelf_Cluster
1038,Coca-Cola,21.27,2024-03-08 06:24:00,2024-03-08 22:06:00,0,1,0,20,56520.0,1.7692539056279966e-05,264,8
1039,Shunchen Sports Jia,56.48,2024-03-08 07:14:00,2024-03-10 11:40:00,0,0,0,6,188760.0,5.297704504638141e-06,185,4
1040,PepsiCo,31.59,2024-03-08 07:16:00,2024-03-11 23:07:00,0,1,1,7,316260.0,3.1619453552603704e-06,626,2
1041,Coca-Cola,10.31,2024-03-08 07:17:00,2024-03-14 05:35:00,0,1,0,14,512280.0,1.9520536580509526e-06,264,3
1042,Uniqlo,134.09,2024-03-08 08:25:00,2024-03-13 16:15:00,1,0,0,13,460200.0,2.1729635528823277e-06,158,1
1043,Coca-Cola,7.65,2024-03-08 08:45:00,2024-03-12 15:34:00,0,1,1,7,370140.0,2.701673146179429e-06,264,3
1044,PepsiCo,7.42,2024-03-08 08:45:00,2024-03-09 05:38:00,1,1,1,12,75180.0,1.3301233024301352e-05,626,5
1045,Coca-Cola,16.02,2024-03-08 08:57:00,2024-03-11 03:36:00,0,1,0,8,239940.0,4.1676912240925894e-06,264,3
1046,Pringles,20.48,2024-03-08 10:00:00,2024-03-10 20:17:00,0,1,1,1,209820.0,4.765967181549988e-06,323,3
1047,Shunchen Sports Jia,60.93,2024-03-08 10:27:00,2024-03-13 16:40:00,0,0,0,7,454380.0,2.200796248082556e-06,185,4
1048,PepsiCo,11.03,2024-03-08 11:13:00,2024-03-12 14:49:00,1,1,1,11,358560.0,2.7889257336966373e-06,626,2
1049,Shunchen Sports Jia,61.19,2024-03-08 12:07:00,2024-03-13 22:27:00,1,0,1,11,469200.0,2.1312827551518434e-06,185,4
1050,Coca-Cola,15.27,2024-03-08 12:30:00,2024-03-14 21:35:00,0,1,0,19,551100.0,1.8145494201607328e-06,264,3
1051,PepsiCo,10.62,2024-03-08 12:45:00,2024-03-12 07:32:00,1,1,0,2,326820.0,3.0597789003766586e-06,626,2
1052,PepsiCo,29.06,2024-03-08 12:54:00,2024-03-10 05:32:00,1,1,1,21,146280.0,6.836157805866791e-06,626,2
1053,Shunchen Sports Jia,65.59,2024-03-08 13:06:00,2024-03-09 09:21:00,0,0,0,13,72900.0,1.3717232959767356e-05,185,8
1054,PepsiCo,19.03,2024-03-08 13:23:00,2024-03-11 20:48:00,1,1,1,4,285900.0,3.4977142437417147e-06,626,2
1055,Pringles,15.64,2024-03-08 13:25:00,2024-03-11 17:18:00,0,1,1,13,273180.0,3.6605766872513096e-06,323,3
1056,Shunchen Sports Jia,59.24,2024-03-08 13:37:00,2024-03-13 17:37:00,1,0,1,6,446400.0,2.2401383509445543e-06,185,4
1057,NIKE,285.13,2024-03-08 14:41:00,2024-03-14 03:57:00,0,0,0,3,479760.0,2.0843711764816233e-06,60,9
1058,Pringles,17.88,2024-03-08 15:44:00,2024-03-09 20:34:00,1,1,0,1,103800.0,9.633818556661303e-06,323,8
1059,Pringles,24.08,2024-03-08 17:08:00,2024-03-12 00:37:00,1,1,1,5,286140.0,3.494780545255661e-06,323,3
1060,Gap,117.56,2024-03-08 17:24:00,2024-03-12 15:01:00,1,0,0,3,337020.0,2.967174152352524e-06,77,1
1061,PepsiCo,24.38,2024-03-08 17:49:00,2024-03-11 22:11:00,1,1,0,10,274920.0,3.6374085646422062e-06,626,2
1062,H&M,105.77,2024-03-08 18:27:00,2024-03-15 01:55:00,1,0,1,17,545280.0,1.83391682453634e-06,96,1
1063,Coca-Cola,12.08,2024-03-08 18:48:00,2024-03-11 13:20:00,0,1,0,3,239520.0,4.174999269375128e-06,264,3
1064,NIKE,232.59,2024-03-08 20:09:00,2024-03-10 20:10:00,1,0,0,18,172860.0,5.784994880279531e-06,60,9
1065,Shunchen Sports Jia,58.69,2024-03-08 20:30:00,2024-03-13 08:44:00,1,0,1,21,389640.0,2.566465028064295e-06,185,4
1066,Coca-Cola,23.49,2024-03-08 21:08:00,2024-03-09 22:56:00,0,1,1,14,92880.0,1.076646461601404e-05,264,8
1067,Zara,120.44,2024-03-08 22:20:00,2024-03-13 03:17:00,1,0,0,20,363420.0,2.751629652661789e-06,153,1
1068,Pringles,19.24,2024-03-08 22:36:00,2024-03-09 19:40:00,1,1,1,8,75840.0,1.3185480149259636e-05,323,8
1069,Shunchen Sports Jia,77.17,2024-03-08 23:43:00,2024-03-10 04:43:00,0,0,1,12,104400.0,9.578452313675156e-06,185,8
1070,PepsiCo,8.05,2024-03-09 00:07:00,2024-03-11 03:40:00,1,1,0,17,185580.0,5.388482657168568e-06,626,2
1071,Coca-Cola,20.72,2024-03-09 01:30:00,2024-03-10 05:15:00,1,1,1,16,99900.0,1.0009909810712605e-05,264,8
1072,H&M,132.75,2024-03-09 01:46:00,2024-03-09 21:20:00,0,0,1,4,70440.0,1.4196277735977626e-05,96,7
1073,H&M,111.33,2024-03-09 01:53:00,2024-03-09 15:02:00,1,0,1,4,47340.0,2.112333917745717e-05,96,6
1074,PepsiCo,27.2,2024-03-09 01:57:00,2024-03-15 10:24:00,1,1,0,2,548820.0,1.8220877116582637e-06,626,2
1075,PepsiCo,32.03,2024-03-09 02:39:00,2024-03-10 01:04:00,1,1,0,19,80700.0,1.2391420180666906e-05,626,5
1076,PepsiCo,19.5,2024-03-09 02:39:00,2024-03-10 10:37:00,1,1,1,11,115080.0,8.689531721135549e-06,626,2
1077,PepsiCo,7.54,2024-03-09 03:13:00,2024-03-11 00:01:00,0,1,1,17,161280.0,6.2003583807144056e-06,626,2
1078,PepsiCo,20.95,2024-03-09 03:37:00,2024-03-12 22:47:00,0,1,0,7,328200.0,3.0469133244566592e-06,626,2
1079,Pringles,26.08,2024-03-09 05:00:00,2024-03-13 11:30:00,0,1,0,19,369000.0,2.7100197560440216e-06,323,3
1080,Pringles,14.16,2024-03-09 05:40:00,2024-03-15 12:58:00,0,1,0,3,544680.0,1.8359369979859772e-06,323,3
1081,PepsiCo,30.65,2024-03-09 07:27:00,2024-03-10 11:34:00,1,1,0,7,101220.0,9.87937285741101e-06,626,2
1082,PepsiCo,13.17,2024-03-09 07:28:00,2024-03-12 21:31:00,0,1,1,9,309780.0,3.228086938837437e-06,626,2
1083,Pringles,25.87,2024-03-09 09:36:00,2024-03-13 00:00:00,0,1,0,10,311040.0,3.215010239807614e-06,323,3
1084,Coca-Cola,23.68,2024-03-09 10:28:00,2024-03-11 17:24:00,0,1,1,12,197760.0,5.0566087347859285e-06,264,3
1085,Zara,128.51,2024-03-09 11:37:00,2024-03-15 15:07:00,0,0,0,11,531000.0,1.8832356247916671e-06,153,1
1086,Coca-Cola,24.51,2024-03-09 12:34:00,2024-03-14 12:36:00,1,1,1,18,432120.0,2.3141666338826395e-06,264,3
1087,PepsiCo,8.45,2024-03-09 12:37:00,2024-03-14 18:17:00,0,1,1,5,452400.0,2.2104283589116736e-06,626,2
1088,Shunchen Sports Jia,54.24,2024-03-09 12:52:00,2024-03-16 00:31:00,0,0,1,17,560340.0,1.7846275749945123e-06,185,4
1089,Shunchen Sports Jia,73.24,2024-03-09 13:52:00,2024-03-10 06:55:00,1,0,1,2,61380.0,1.6291686352454343e-05,185,8
1090,Coca-Cola,22.87,2024-03-09 14:14:00,2024-03-15 01:39:00,0,1,0,2,473100.0,2.1137135622203294e-06,264,3
1091,H&M,148.47,2024-03-09 14:49:00,2024-03-14 09:27:00,1,0,0,6,412680.0,2.423179162597745e-06,96,1
1092,Pringles,26.37,2024-03-09 15:05:00,2024-03-15 11:54:00,1,1,1,7,506940.0,1.972616142706942e-06,323,3
1093,NIKE,121.22,2024-03-09 15:16:00,2024-03-14 07:12:00,0,0,1,19,402960.0,2.4816297358801473e-06,60,1
1094,361 Du KIDS,45.29,2024-03-09 16:45:00,2024-03-13 04:35:00,0,0,1,19,301800.0,3.313441638695697e-06,58,4
1095,Uniqlo,123.04,2024-03-09 17:03:00,2024-03-13 06:18:00,0,0,1,2,306900.0,3.2583797380914368e-06,158,1
1096,Uniqlo,145.72,2024-03-09 17:35:00,2024-03-11 18:16:00,0,0,1,18,175260.0,5.705775957001273e-06,158,1
1097,Coca-Cola,23.11,2024-03-09 19:59:00,2024-03-12 22:28:00,1,1,0,10,268140.0,3.7293811837801752e-06,264,3
1098,Zara,62.2,2024-03-09 22:20:00,2024-03-14 03:11:00,0,0,0,21,363060.0,2.7543580830769486e-06,153,4
1099,PepsiCo,16.52,2024-03-09 22:38:00,2024-03-11 10:19:00,1,1,0,10,128460.0,7.784463767213396e-06,626,2
1100,PepsiCo,22.24,2024-03-09 22:42:00,2024-03-13 07:27:00,1,1,1,4,290700.0,3.4399606468502e-06,626,2
1101,PepsiCo,16.63,2024-03-10 00:43:00,2024-03-15 15:15:00,0,1,0,8,484320.0,2.0647463149440144e-06,626,2
1102,Pringles,20.07,2024-03-10 02:00:00,2024-03-12 00:33:00,0,1,1,21,167580.0,5.967263591934647e-06,323,3
1103,Pringles,13.63,2024-03-10 02:37:00,2024-03-14 15:00:00,1,1,0,19,390180.0,2.5629131095568467e-06,323,3
1104,NIKE,134.86,2024-03-10 03:02:00,2024-03-14 21:39:00,1,0,0,16,412620.0,2.4235315216627364e-06,60,1
1105,PepsiCo,30.52,2024-03-10 05:21:00,2024-03-15 22:33:00,1,1,1,13,493920.0,2.0246152724828465e-06,626,2
1106,H&M,126.73,2024-03-10 06:09:00,2024-03-13 11:32:00,0,0,1,6,278580.0,3.5896202540733216e-06,96,1
1107,PepsiCo,34.94,2024-03-10 07:06:00,2024-03-15 04:41:00,1,1,1,12,423300.0,2.36238515855148e-06,626,2
1108,NIKE,238.22,2024-03-10 08:03:00,2024-03-14 23:05:00,0,0,0,17,399720.0,2.5017449671145623e-06,60,9
1109,PepsiCo,9.31,2024-03-10 09:03:00,2024-03-14 19:00:00,0,1,0,14,381420.0,2.6217748891644666e-06,626,2
1110,PepsiCo,16.43,2024-03-10 09:06:00,2024-03-13 22:58:00,1,1,1,5,309120.0,3.234979182908958e-06,626,2
1111,Shunchen Sports Jia,74.24,2024-03-10 09:37:00,2024-03-13 03:10:00,0,0,0,10,235980.0,4.2376293006640364e-06,185,4
1112,Shunchen Sports Jia,76.3,2024-03-10 10:19:00,2024-03-15 15:26:00,1,0,1,19,450420.0,2.220145153090109e-06,185,4
1113,PepsiCo,22.59,2024-03-10 11:28:00,2024-03-16 17:12:00,0,1,1,16,539040.0,1.8551464545368535e-06,626,2
1114,Gap,115.55,2024-03-10 12:13:00,2024-03-12 07:23:00,1,0,0,3,155400.0,6.434965025965084e-06,77,1
1115,Uniqlo,184.1,2024-03-10 12:41:00,2024-03-14 13:41:00,0,0,1,20,349200.0,2.863680230010796e-06,158,9
1116,361 Du KIDS,63.98,2024-03-10 13:24:00,2024-03-11 14:51:00,0,0,0,4,91620.0,1.0914528328658277e-05,58,8
1117,Coca-Cola,14.97,2024-03-10 13:24:00,2024-03-16 10:53:00,0,1,1,17,509340.0,1.9633212327301355e-06,264,3
1118,PepsiCo,28.93,2024-03-10 13:30:00,2024-03-11 14:57:00,0,1,0,20,91620.0,1.0914528328658277e-05,626,2
1119,Pringles,11.53,2024-03-10 14:06:00,2024-03-15 05:42:00,0,1,1,20,401760.0,2.4890419926274575e-06,323,3
1120,PepsiCo,21.25,2024-03-10 15:41:00,2024-03-13 05:14:00,0,1,0,15,221580.0,4.513022325921447e-06,626,2
1121,Uniqlo,131.2,2024-03-10 16:58:00,2024-03-14 18:46:00,1,0,0,2,352080.0,2.8402555093856245e-06,158,1
1122,PepsiCo,8.14,2024-03-10 18:04:00,2024-03-17 03:31:00,0,1,0,7,552420.0,1.810213587101142e-06,626,2
1123,Pringles,17.47,2024-03-10 19:37:00,2024-03-16 03:55:00,0,1,1,19,461880.0,2.1650598314284414e-06,323,3
1124,PepsiCo,17.83,2024-03-10 21:41:00,2024-03-14 07:02:00,1,1,1,13,292860.0,3.4145891737035658e-06,626,2
1125,PepsiCo,15.29,2024-03-10 21:59:00,2024-03-17 06:10:00,1,1,1,16,547860.0,1.8252804999808345e-06,626,2
1126,Gap,138.44,2024-03-10 22:10:00,2024-03-15 23:39:00,0,0,0,7,437340.0,2.286545281599484e-06,77,1
1127,Gap,135.83,2024-03-11 00:54:00,2024-03-17 12:46:00,0,0,1,14,561120.0,1.7821468096898886e-06,77,1
1128,PepsiCo,32.38,2024-03-11 02:12:00,2024-03-12 19:42:00,0,1,0,4,149400.0,6.693395626535298e-06,626,2
1129,PepsiCo,22.77,2024-03-11 03:27:00,2024-03-16 15:32:00,1,1,1,15,475500.0,2.1030449988538405e-06,626,2
1130,PepsiCo,20.62,2024-03-11 04:04:00,2024-03-13 06:23:00,1,1,0,20,181140.0,5.520561330676103e-06,626,2
1131,PepsiCo,31.03,2024-03-11 04:48:00,2024-03-17 01:57:00,1,1,1,17,508140.0,1.9679577125246733e-06,626,2
1132,Coca-Cola,24.1,2024-03-11 05:20:00,2024-03-16 18:11:00,1,1,0,7,478260.0,2.0909085206613127e-06,264,3
1133,Pringles,14.98,2024-03-11 06:24:00,2024-03-17 13:45:00,0,1,0,12,544860.0,1.835330478782662e-06,323,3
1134,PepsiCo,26.5,2024-03-11 06:34:00,2024-03-14 04:58:00,0,1,0,1,253440.0,3.945691502164212e-06,626,2
1135,PepsiCo,7.75,2024-03-11 09:02:00,2024-03-17 08:37:00,0,1,1,6,516900.0,1.9346064333402332e-06,626,2
1136,Coca-Cola,22.16,2024-03-11 09:38:00,2024-03-13 18:34:00,0,1,1,16,204960.0,4.87897697610765e-06,264,3
1137,Zara,132.76,2024-03-11 11:07:00,2024-03-17 10:26:00,1,0,0,6,515940.0,1.9382061127144385e-06,153,1
1138,Coca-Cola,11.84,2024-03-11 11:55:00,2024-03-14 04:20:00,1,1,1,7,231900.0,4.312184940987749e-06,264,3
1139,NIKE,135.19,2024-03-11 12:06:00,2024-03-16 00:44:00,1,0,0,16,391080.0,2.5570150429194974e-06,60,1
1140,Zara,136.48,2024-03-11 12:14:00,2024-03-13 21:22:00,1,0,1,18,205680.0,4.861897793184591e-06,153,1
1141,Shunchen Sports Jia,50.89,2024-03-11 12:37:00,2024-03-15 06:19:00,0,0,1,3,322920.0,3.0967326373942854e-06,185,4
1142,Zara,84.01,2024-03-11 13:23:00,2024-03-13 11:01:00,1,0,1,1,164280.0,6.087131195938666e-06,153,4
1143,PepsiCo,28.6,2024-03-11 13:47:00,2024-03-12 19:51:00,1,1,0,17,108240.0,9.238643397603495e-06,626,2
1144,Shunchen Sports Jia,62.16,2024-03-11 14:16:00,2024-03-18 02:09:00,1,0,1,3,561180.0,1.7819562672292896e-06,185,4
1145,Coca-Cola,10.23,2024-03-11 14:31:00,2024-03-12 19:04:00,0,1,0,4,102780.0,9.729424699117541e-06,264,8
1146,PepsiCo,17.92,2024-03-11 15:13:00,2024-03-16 01:14:00,1,1,1,16,381660.0,2.6201262376821316e-06,626,2
1147,PepsiCo,14.18,2024-03-11 15:31:00,2024-03-16 16:05:00,1,1,1,8,434040.0,2.303929813082174e-06,626,2
1148,PepsiCo,20.91,2024-03-11 17:14:00,2024-03-13 22:30:00,0,1,0,2,191760.0,5.2148247036675864e-06,626,2
1149,Gap,142.6,2024-03-11 17:36:00,2024-03-14 20:10:00,0,0,0,8,268440.0,3.7252133615952854e-06,77,1
1150,PepsiCo,32.25,2024-03-11 18:12:00,2024-03-17 05:24:00,1,1,1,12,472320.0,2.1172041895236503e-06,626,2
1151,Uniqlo,172.73,2024-03-11 18:18:00,2024-03-17 16:22:00,0,0,0,15,511440.0,1.955259746481021e-06,158,9
1152,PepsiCo,9.61,2024-03-11 18:33:00,2024-03-18 06:20:00,0,1,0,18,560820.0,1.7831001335542e-06,626,2
1153,Coca-Cola,21.93,2024-03-11 20:13:00,2024-03-17 07:03:00,1,1,0,20,471000.0,2.12313774280734e-06,264,3
1154,PepsiCo,34.18,2024-03-11 20:56:00,2024-03-17 17:15:00,1,1,1,6,505140.0,1.979645287157447e-06,626,2
1155,Zara,120.11,2024-03-11 21:45:00,2024-03-17 05:38:00,0,0,0,7,460380.0,2.172113966475593e-06,153,1
1156,H&M,96.57,2024-03-11 23:16:00,2024-03-16 23:44:00,1,0,0,10,433680.0,2.3058423126676057e-06,96,1
1157,Pringles,28.18,2024-03-12 01:58:00,2024-03-15 19:01:00,1,1,0,4,320580.0,3.1193364547493457e-06,323,3
1158,Zara,135.89,2024-03-12 02:04:00,2024-03-15 20:30:00,0,0,0,20,325560.0,3.0716209865432285e-06,153,1
1159,NIKE,278.35,2024-03-12 02:50:00,2024-03-14 20:18:00,0,0,1,11,235680.0,4.243023408760146e-06,60,9
1160,Coca-Cola,24.14,2024-03-12 05:09:00,2024-03-17 21:36:00,0,1,1,16,491220.0,2.0357435858808968e-06,264,3
1161,Coca-Cola,13.85,2024-03-12 09:29:00,2024-03-18 10:20:00,0,1,0,21,521460.0,1.917688954686928e-06,264,3
1162,Shunchen Sports Jia,61.26,2024-03-12 09:51:00,2024-03-16 01:10:00,1,0,0,18,314340.0,3.1812585695152716e-06,185,4
1163,NIKE,295.33,2024-03-12 10:32:00,2024-03-17 10:31:00,1,0,1,5,431940.0,2.3151310016877304e-06,60,9
1164,Zara,78.61,2024-03-12 12:08:00,2024-03-17 16:14:00,1,0,1,12,446760.0,2.238333247530559e-06,153,4
1165,Gap,149.79,2024-03-12 13:35:00,2024-03-17 11:15:00,1,0,0,12,423600.0,2.360712085193378e-06,77,1
1166,H&M,145.84,2024-03-12 13:42:00,2024-03-16 16:24:00,0,0,1,21,355320.0,2.814356595866836e-06,96,1
1167,PepsiCo,12.92,2024-03-12 14:23:00,2024-03-18 23:30:00,1,1,0,1,551220.0,1.814154395423977e-06,626,2
1168,Zara,138.39,2024-03-12 16:48:00,2024-03-13 23:47:00,1,0,0,3,111540.0,8.965313203216754e-06,153,7
1169,Coca-Cola,14.52,2024-03-12 18:04:00,2024-03-17 17:55:00,1,1,1,5,431460.0,2.3177065829820074e-06,264,3
1170,Pringles,12.49,2024-03-12 18:20:00,2024-03-19 00:37:00,1,1,1,15,541020.0,1.8483570878025068e-06,323,3
1171,PepsiCo,29.31,2024-03-12 18:21:00,2024-03-16 14:10:00,1,1,1,16,330540.0,3.0253433008310617e-06,626,2
1172,PepsiCo,19.34,2024-03-12 18:57:00,2024-03-16 02:34:00,0,1,0,1,286620.0,3.488927887349496e-06,626,2
1173,PepsiCo,12.55,2024-03-12 19:43:00,2024-03-16 11:21:00,1,1,0,11,315480.0,3.1697629968207276e-06,626,2
1174,Shunchen Sports Jia,61.65,2024-03-12 20:45:00,2024-03-18 02:35:00,1,0,1,14,453000.0,2.2075006456939387e-06,185,4
1175,Shunchen Sports Jia,79.14,2024-03-12 20:58:00,2024-03-14 22:41:00,0,0,1,5,178980.0,5.587185231951995e-06,185,4
1176,PepsiCo,30.99,2024-03-12 21:51:00,2024-03-14 08:50:00,1,1,1,7,125940.0,7.940225978831358e-06,626,2
1177,Shunchen Sports Jia,68.83,2024-03-12 23:46:00,2024-03-18 04:47:00,1,0,1,1,450060.0,2.2219210284828057e-06,185,4
1178,Gap,113.42,2024-03-13 00:06:00,2024-03-15 02:17:00,0,0,0,3,180660.0,5.535228964746126e-06,77,1
1179,Coca-Cola,11.88,2024-03-13 00:49:00,2024-03-18 02:15:00,0,1,0,16,437160.0,2.28748676117037e-06,264,3
1180,PepsiCo,33.58,2024-03-13 03:02:00,2024-03-15 18:23:00,0,1,1,17,228060.0,4.384791788161939e-06,626,2
1181,PepsiCo,30.35,2024-03-13 03:53:00,2024-03-15 22:52:00,0,1,0,13,241140.0,4.146951368701299e-06,626,2
1182,Uniqlo,109.65,2024-03-13 04:03:00,2024-03-14 08:17:00,1,0,1,12,101640.0,9.838549404275834e-06,158,7
1183,PepsiCo,20.8,2024-03-13 04:20:00,2024-03-13 16:21:00,0,1,1,3,43260.0,2.3115508194447656e-05,626,5
1184,Coca-Cola,12.36,2024-03-13 04:52:00,2024-03-16 12:30:00,0,1,0,8,286680.0,3.488197683139099e-06,264,3
1185,Zara,108.89,2024-03-13 08:34:00,2024-03-19 09:12:00,1,0,0,18,520680.0,1.9205617258935895e-06,153,1
1186,Coca-Cola,19.2,2024-03-13 10:09:00,2024-03-15 04:57:00,1,1,0,5,154080.0,6.490092873229016e-06,264,3
1187,H&M,80.41,2024-03-13 12:01:00,2024-03-16 19:01:00,1,0,0,9,284400.0,3.5161620388113966e-06,96,4
1188,PepsiCo,17.42,2024-03-13 13:34:00,2024-03-15 20:16:00,0,1,0,18,196920.0,5.078178558914488e-06,626,2
1189,PepsiCo,9.76,2024-03-13 13:47:00,2024-03-19 14:42:00,0,1,1,14,521700.0,1.916806753293553e-06,626,2
1190,PepsiCo,17.6,2024-03-13 14:04:00,2024-03-15 03:51:00,1,1,1,20,136020.0,7.35180597113681e-06,626,2
1191,PepsiCo,28.54,2024-03-13 14:32:00,2024-03-14 02:34:00,0,1,0,6,43320.0,2.3083492994159875e-05,626,5
1192,PepsiCo,22.44,2024-03-13 16:15:00,2024-03-15 06:51:00,1,1,1,15,138960.0,7.196263699887019e-06,626,2
1193,Pringles,23.68,2024-03-13 17:20:00,2024-03-15 06:13:00,0,1,0,11,132780.0,7.531197987663898e-06,323,8
1194,Pringles,23.85,2024-03-13 17:34:00,2024-03-18 20:47:00,1,1,1,9,443580.0,2.2543796961547046e-06,323,3
1195,PepsiCo,24.5,2024-03-13 19:13:00,2024-03-14 07:12:00,0,1,1,12,43140.0,2.3179805753227787e-05,626,5
1196,Pringles,24.62,2024-03-13 19:17:00,2024-03-19 01:14:00,1,1,1,13,453420.0,2.2054558566983e-06,323,3
1197,Pringles,12.26,2024-03-13 20:40:00,2024-03-16 23:50:00,1,1,0,19,270600.0,3.695477843762588e-06,323,3
1198,H&M,121.09,2024-03-13 21:34:00,2024-03-18 12:10:00,1,0,1,14,398160.0,2.511546836581182e-06,96,1
1199,Pringles,10.22,2024-03-13 22:04:00,2024-03-15 22:01:00,1,1,1,8,172620.0,5.7930379270193084e-06,323,3
1200,PepsiCo,22.75,2024-03-13 23:21:00,2024-03-17 22:25:00,1,1,1,1,342240.0,2.9219175960799555e-06,626,2
1201,PepsiCo,13.41,2024-03-14 00:58:00,2024-03-16 09:56:00,0,1,0,20,205080.0,4.8761221176023136e-06,626,2
1202,Zara,96.26,2024-03-14 02:06:00,2024-03-19 21:14:00,1,0,1,6,500880.0,1.9964821983664784e-06,153,4
1203,PepsiCo,22.59,2024-03-14 02:26:00,2024-03-19 22:34:00,0,1,1,16,504480.0,1.9822352080653186e-06,626,2
1204,Zara,134.42,2024-03-14 03:31:00,2024-03-18 13:56:00,0,0,1,16,383100.0,2.610277707445295e-06,153,1
1205,Pringles,17.69,2024-03-14 04:23:00,2024-03-15 04:29:00,0,1,0,7,86760.0,1.1525916022175863e-05,323,8
1206,Zara,101.45,2024-03-14 05:01:00,2024-03-18 10:45:00,0,0,1,12,366240.0,2.7304425228196734e-06,153,1
1207,PepsiCo,17.21,2024-03-14 05:09:00,2024-03-14 18:39:00,0,1,0,11,48600.0,2.0575708318758873e-05,626,5
1208,Coca-Cola,22.65,2024-03-14 05:17:00,2024-03-16 23:09:00,0,1,1,4,237120.0,4.217256168791461e-06,264,3
1209,PepsiCo,25.0,2024-03-14 05:39:00,2024-03-18 03:48:00,0,1,0,8,338940.0,2.9503659929014193e-06,626,2
1210,Pringles,11.46,2024-03-14 06:10:00,2024-03-19 22:14:00,0,1,0,7,489840.0,2.04147876555862e-06,323,3
1211,Pringles,11.22,2024-03-14 06:56:00,2024-03-17 16:08:00,1,1,1,18,292320.0,3.420896890746816e-06,323,3
1212,361 Du KIDS,60.5,2024-03-14 08:10:00,2024-03-15 12:17:00,1,0,1,8,101220.0,9.87937285741101e-06,58,8
1213,PepsiCo,24.95,2024-03-14 08:18:00,2024-03-18 16:52:00,1,1,1,14,376440.0,2.6564587810573236e-06,626,2
1214,PepsiCo,12.95,2024-03-14 09:52:00,2024-03-20 01:19:00,1,1,0,18,487620.0,2.0507730388970123e-06,626,2
1215,PepsiCo,8.43,2024-03-14 11:41:00,2024-03-16 10:29:00,1,1,0,17,168480.0,5.935387373056903e-06,626,2
1216,Coca-Cola,20.6,2024-03-14 11:56:00,2024-03-20 23:20:00,1,1,0,20,559440.0,1.7874985923448585e-06,264,3
1217,Coca-Cola,16.17,2024-03-14 13:16:00,2024-03-19 15:47:00,0,1,0,9,441060.0,2.2672600842060394e-06,264,3
1218,Zara,100.96,2024-03-14 13:52:00,2024-03-20 15:04:00,1,0,1,11,522720.0,1.91306643505809e-06,153,1
1219,PepsiCo,12.56,2024-03-14 15:20:00,2024-03-20 09:10:00,0,1,0,15,496200.0,2.0153123431835084e-06,626,2
1220,Uniqlo,102.63,2024-03-14 16:41:00,2024-03-18 13:52:00,1,0,1,6,335460.0,2.9809724528335634e-06,158,1
1221,PepsiCo,31.9,2024-03-14 16:50:00,2024-03-18 14:50:00,1,1,0,12,338400.0,2.955074009828576e-06,626,2
1222,Uniqlo,157.71,2024-03-14 16:54:00,2024-03-16 10:22:00,1,0,0,9,149280.0,6.698776133600391e-06,158,7
1223,Coca-Cola,24.96,2024-03-14 17:06:00,2024-03-20 23:17:00,1,1,1,20,540660.0,1.8495878193544568e-06,264,3
1224,Pringles,21.61,2024-03-14 17:22:00,2024-03-15 03:20:00,1,1,0,13,35880.0,2.7869903291435577e-05,323,5
1225,H&M,114.26,2024-03-14 18:20:00,2024-03-19 09:57:00,1,0,1,11,401820.0,2.4886703283302763e-06,96,1
1226,Pringles,19.54,2024-03-14 18:21:00,2024-03-19 21:27:00,1,1,0,5,443160.0,2.2565162548148417e-06,323,3
1227,Gap,120.05,2024-03-14 18:51:00,2024-03-19 23:35:00,0,0,1,14,449040.0,2.2269681387668387e-06,77,1
1228,361 Du KIDS,65.06,2024-03-14 20:04:00,2024-03-18 00:37:00,0,0,1,13,275580.0,3.628697188848288e-06,58,4
1229,PepsiCo,27.14,2024-03-14 20:17:00,2024-03-16 01:16:00,1,1,0,17,104340.0,9.583960284068583e-06,626,2
1230,Coca-Cola,7.31,2024-03-14 21:09:00,2024-03-20 15:13:00,1,1,0,16,497040.0,2.011906462444748e-06,264,3
1231,Pringles,12.82,2024-03-14 21:49:00,2024-03-21 08:36:00,0,1,1,10,557220.0,1.7946200879004918e-06,323,3
1232,Uniqlo,107.2,2024-03-14 22:13:00,2024-03-21 08:40:00,1,0,1,8,556020.0,1.7984932223782915e-06,158,1
1233,PepsiCo,7.28,2024-03-14 22:24:00,2024-03-17 23:21:00,1,1,0,6,262620.0,3.807768609517137e-06,626,2
1234,PepsiCo,10.27,2024-03-14 22:24:00,2024-03-17 19:26:00,1,1,1,12,248520.0,4.0238048293705565e-06,626,2
1235,Coca-Cola,21.61,2024-03-14 23:04:00,2024-03-20 10:45:00,0,1,0,9,474060.0,2.1094331742117577e-06,264,3
1236,PepsiCo,28.6,2024-03-15 00:24:00,2024-03-16 05:39:00,0,1,1,12,105300.0,9.496585977341145e-06,626,2
1237,Zara,148.41,2024-03-15 00:30:00,2024-03-17 01:49:00,1,0,0,17,177540.0,5.632501788319318e-06,153,1
1238,Uniqlo,117.5,2024-03-15 00:57:00,2024-03-16 17:00:00,1,0,1,17,144180.0,6.935726621399491e-06,158,7
1239,PepsiCo,34.59,2024-03-15 01:56:00,2024-03-21 06:00:00,0,1,0,19,533040.0,1.8760282980108472e-06,626,2
1240,PepsiCo,14.14,2024-03-15 02:01:00,2024-03-17 19:14:00,0,1,1,10,234780.0,4.259288443272667e-06,626,2
